id,text,target
390,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,4
391,im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,0
392,i feel like im putting an innocent man on death row,2
393,i wasn t sure what else to do to help her feel smart,2
394,i begin to feel that every waking moment is devoted to work,3
395,i feel is thankful for the lessons i m learning,2
396,i feel such a longing and sadness when i see families with more children than i have,3
397,i feel distinctly called in clermont to focus on these little ones that seem naughty,3
398,i hope you can feel glad that she gave you so many things including memories that you can cherish,2
399,i am feeling pretty worthless right now,5
400,i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,2
401,i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,5
402,i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,1
403,i do feel envious of those with kids at certain moments,0
404,i was feeling like a pretty crappy mom,5
405,im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,0
406,im not scared at all anymore im fine i feel terrific about the surgery,2
407,i still feel vulnerable around him,1
408,i honestly am not sure how i feel stunned,4
409,i feel when you are a caring person you attract other caring people into your life,3
410,im then left feeling quite embarrassed as i say that nothings new,5
411,i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,5
412,i may or may not have cried when thanking them for making my children feel so special and loved,2
413,i really want to go buy some yardage of art gallery just to play with because it feels so amazing,4
414,i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,3
415,i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,5
416,i feel is still really low in my abdomen,5
417,i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,2
